id,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text",Locations,Tags,Categories,Dates,Addresses,_vc_post_settings,_wp_page_template,_qibla_mb_event_dates_multidatespicker,_qibla_mb_event_start_time_timepicker,_qibla_mb_event_end_time_timepicker,_qibla_mb_header_skin,_qibla_mb_sub_title,_qibla_mb_listing_expiration,_qibla_mb_is_featured,_qibla_mb_business_email,_qibla_mb_business_phone,_qibla_mb_site_url,_qibla_mb_social_facebook,_qibla_mb_social_twitter,_qibla_mb_social_instagram,_qibla_mb_social_linkedin,_qibla_mb_post_show_related,_qibla_mb_button_text,_qibla_mb_button_url,_qibla_mb_jumbotron_background_image,_qibla_mb_map_location_lat,_qibla_mb_map_location_lng,_qibla_mb_jumbotron_min_height,_qibla_mb_sidebar_position,_qibla_mb_jumbotron_disable,_qibla_mb_map_location_searcher,_qibla_mb_map_location,geolocation_formatted_address,_qibla_mb_event_dates_multidatespicker_start,_qibla_mb_event_dates_multidatespicker_end,region,_qibla_mb_map_location_all_data,_qibla_mb_event_dates_start_for_orderby,_last_viewed,_yst_prominent_words_version,_wp_old_slug,_yoast_wpseo_primary_event_locations,_yoast_wpseo_primary_event_categories,_heateor_sss_meta,_qibla_mb_hide_breadcrumb,_qibla_mb_social_tripadvisor,_qibla_mb_images,_qibla_mb_target_link,_yoast_wpseo_content_score,_yoast_wpseo_focuskeywords,onesignal_meta_box_present,onesignal_send_notification,slide_template,Status,Author,Slug,Format,Template,Parent,Order,"Comment Status","Ping Status"
26031,"Nottingham Trent University","Experience an open day at Nottingham Trent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/nottingham-trent-university/,https://www.odays.co/wp-content/uploads/2018/05/university66.jpg,university66.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university66.jpg,3127,university66,,,"Blackpool Sixth Form College - Open Day",,,,,,,,,Nottinghamshire,"Undergraduate|September|East Midlands",University,2018-09-08,"Burton Street Nottingham NG1 4BU","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-08,1532426400,1532446200,transparent,Undergraduate,364,off, generalopendays@ntu.ac.uk,"+44 115 9418418",http://www.ntu.ac.uk/,,,,,on,"8 Sep - Booking Info",https://www.ntu.ac.uk/study-and-courses/open-days/download-your-open-day-guide,3127,52.9560435,-1.1515478,200,right,off,"Burton Street  Nottingham NG1 4BU","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU","Burton Street  Nottingham NG1 4BU",2018-09-08,2018-09-08,"East Midlands","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU",201809081000,"2018-08-23 12:26:41",,,,,,,,,,,,,,,publish,7,nottingham-trent-university,,default,0,0,closed,open
26032,"Nottingham Trent University","Experience an open day at Nottingham Trent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/nottingham-trent-university-2/,https://www.odays.co/wp-content/uploads/2018/05/university67.jpg,university67.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university67.jpg,3128,university67,,,"Blackpool Sixth Form College - Open Evening",,,,,,,,,Nottinghamshire,"Undergraduate|October|East Midlands",University,2018-10-06,"Burton Street Nottingham NG1 4BU","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-06,1532426400,1532446200,transparent,Undergraduate,364,off, generalopendays@ntu.ac.uk,"+44 115 9418418",http://www.ntu.ac.uk/,,,,,on,"6 Oct - Booking Info",https://www.ntu.ac.uk/study-and-courses/open-days/download-your-open-day-guide,3128,52.9560435,-1.1515478,200,right,off,"Burton Street  Nottingham NG1 4BU","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU","Burton Street  Nottingham NG1 4BU",2018-10-06,2018-10-06,"East Midlands","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU",201810061000,"2018-08-24 06:27:52",,,,,,,,,,,,,,,publish,7,nottingham-trent-university-2,,default,0,0,closed,open
26033,"Nottingham Trent University","Experience an open day at Nottingham Trent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/nottingham-trent-university-3/,https://www.odays.co/wp-content/uploads/2018/05/university68.jpg,university68.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university68.jpg,3129,university68,,,"Blackpool Sixth Form College - Taster Day",,,,,,,,,Nottinghamshire,"Undergraduate|November|East Midlands",University,2018-11-03,"Burton Street Nottingham NG1 4BU","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-03,1532426400,1532446200,transparent,Undergraduate,364,off, generalopendays@ntu.ac.uk,"+44 115 9418418",http://www.ntu.ac.uk/,,,,,on,"3 Nov - Booking Info",https://www.ntu.ac.uk/study-and-courses/open-days/download-your-open-day-guide,3129,52.9560435,-1.1515478,200,right,off,"Burton Street  Nottingham NG1 4BU","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU","Burton Street  Nottingham NG1 4BU",2018-11-03,2018-11-03,"East Midlands","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU",201811031000,,,,,,,,,,,,,,,,publish,7,nottingham-trent-university-3,,default,0,0,closed,open
26034,"Nottingham Trent University","Experience an open day at Nottingham Trent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/nottingham-trent-university-4/,https://www.odays.co/wp-content/uploads/2018/05/university69.jpg,university69.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university69.jpg,3130,university69,,,"Bolton Sixth Form College - Open Day",,,,,,,,,Nottinghamshire,"Undergraduate|December|East Midlands",University,2018-12-01,"Burton Street Nottingham NG1 4BU","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-12-01,1532426400,1532446200,transparent,Undergraduate,364,off, generalopendays@ntu.ac.uk,"+44 115 9418418",http://www.ntu.ac.uk/,,,,,on,"1 Dec - Booking Info",https://www.ntu.ac.uk/study-and-courses/open-days/download-your-open-day-guide,3130,52.9560435,-1.1515478,200,right,off,"Burton Street  Nottingham NG1 4BU","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU","Burton Street  Nottingham NG1 4BU",2018-12-01,2018-12-01,"East Midlands","52.9560435,-1.1515478:Burton Street  Nottingham NG1 4BU",201812011000,"2018-08-24 08:59:27",,,,,,,,,,,,,,,publish,7,nottingham-trent-university-4,,default,0,0,closed,open
26035,"University of Nottingham","Experience an open day at University of Nottingham, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-nottingham/,https://www.odays.co/wp-content/uploads/2018/05/university70.jpg,university70.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university70.jpg,3131,university70,,,"Bolton Sixth Form College - Open Day ",,,,,,,,,Nottinghamshire,"Undergraduate|September|East Midlands",University,2018-09-14,"University Park Nottingham NG7 2RD","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-14,1532421900,1532448000,transparent,Undergraduate,364,off,business-gateway@nottingham.ac.uk,"+44 115 9515151",http://www.nottingham.ac.uk/,,,,,on,"14 Sep - Booking Info",https://www.nottingham.ac.uk/ugstudy/visitingus/opendays/opendays.aspx,3131,52.938681,-1.1951732,200,right,off,"University Park  Nottingham NG7 2RD","52.938681,-1.1951732:University Park  Nottingham NG7 2RD","University Park  Nottingham NG7 2RD",2018-09-14,2018-09-14,"East Midlands","52.938681,-1.1951732:University Park  Nottingham NG7 2RD",201809140845,,,,,,,,,,,,,,,,publish,7,university-of-nottingham,,default,0,0,closed,open
26036,"University of Nottingham","Experience an open day at University of Nottingham, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-nottingham-2/,https://www.odays.co/wp-content/uploads/2018/05/university71.jpg,university71.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university71.jpg,3132,university71,,,"Bolton Sixth Form College - Open Day ",,,,,,,,,Nottinghamshire,"Undergraduate|September|East Midlands",University,2018-09-15,"University Park Nottingham NG7 2RD","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-15,1532421900,1532448000,transparent,Undergraduate,364,off,business-gateway@nottingham.ac.uk,"+44 115 9515151",http://www.nottingham.ac.uk/,,,,,on,"15 Sep - Booking Info",https://www.nottingham.ac.uk/ugstudy/visitingus/opendays/opendays.aspx,3132,52.938681,-1.1951732,200,right,off,"University Park  Nottingham NG7 2RD","52.938681,-1.1951732:University Park  Nottingham NG7 2RD","University Park  Nottingham NG7 2RD",2018-09-15,2018-09-15,"East Midlands","52.938681,-1.1951732:University Park  Nottingham NG7 2RD",201809150845,,,,,,,,,,,,,,,,publish,7,university-of-nottingham-2,,default,0,0,closed,open
26037,"University of Nottingham","Experience an open day at University of Nottingham, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-nottingham-3/,https://www.odays.co/wp-content/uploads/2018/05/university72.jpg,university72.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university72.jpg,3133,university72,,,"Cambridge Centre for Sixth Form Studies - Open Day",,,,,,,,,Nottinghamshire,"Postgraduate|September|East Midlands",University,2018-09-09,"University Park Nottingham NG7 2RD","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-09,1532426400,1532435400,transparent,Postgraduate,364,off,business-gateway@nottingham.ac.uk,"+44 115 9515151",http://www.nottingham.ac.uk/,,,,,on,"9 Sep - Booking Info",https://www.nottingham.ac.uk/pgstudy/visiting-us/visiting-us.aspx,3133,52.938681,-1.1951732,200,right,off,"University Park  Nottingham NG7 2RD","52.938681,-1.1951732:University Park  Nottingham NG7 2RD","University Park  Nottingham NG7 2RD",2018-09-09,2018-09-09,"East Midlands","52.938681,-1.1951732:University Park  Nottingham NG7 2RD",201809091000,,,,,,,,,,,,,,,,publish,7,university-of-nottingham-3,,default,0,0,closed,open
26038,"University of Oxford","Experience an open day at University of Oxford, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-oxford/,https://www.odays.co/wp-content/uploads/2018/05/university76.jpg,university76.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university76.jpg,3136,university76,,,"Long Road Sixth Form College - open evening",,,,,,,,,Oxfordshire,"Undergraduate|September|South East England",University,2018-09-14,"Wellington Square oxford OX1 2JD","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-14,1532422800,1532451600,transparent,Undergraduate,364,off,undergraduate.admissions@ox.ac.uk,"+44 1865 270000",http://www.ox.ac.uk,,,,,on,"14 Sep - Booking Info",https://www.ox.ac.uk/admissions/undergraduate/visiting-and-outreach/open-days?wssl=1,3136,51.7574447,-1.2620611,200,right,off,"Wellington Square  oxford OX1 2JD","51.7574447,-1.2620611:Wellington Square  oxford OX1 2JD","Wellington Square  oxford OX1 2JD",2018-09-14,2018-09-14,"South East England","51.7574447,-1.2620611:Wellington Square  oxford OX1 2JD",201809140900,,,,,,,,,,,,,,,,publish,7,university-of-oxford,,default,0,0,closed,open
26039,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university/,https://www.odays.co/wp-content/uploads/2018/05/university77.jpg,university77.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university77.jpg,3137,university77,,,"St David's Catholic Sixth Form College - Open Evening",,,,,,,,,Southampton,"Undergraduate|September|South East England",University,2018-09-29,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-29,1532422800,1532444400,transparent,Undergraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"29 Sep - Booking Info",https://www.solent.ac.uk/open-days,3137,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-09-29,2018-09-29,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201809290900,"2018-08-24 01:35:12",,,,,,,,,,,,,,,publish,7,southampton-solent-university,,default,0,0,closed,open
26040,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university-2/,https://www.odays.co/wp-content/uploads/2018/05/university78.jpg,university78.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university78.jpg,3138,university78,,,"St David's Catholic Sixth Form College - Open Evening",,,,,,,,,Southampton,"Undergraduate|October|South East England",University,2018-10-14,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-14,1532422800,1532444400,transparent,Undergraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"14 Oct - Booking Info",https://www.solent.ac.uk/open-days,3138,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-10-14,2018-10-14,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201810140900,"2018-08-23 22:14:49",,,,,,,,,,,,,,,publish,7,southampton-solent-university-2,,default,0,0,closed,open
26041,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university-3/,https://www.odays.co/wp-content/uploads/2018/05/university79.jpg,university79.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university79.jpg,3139,university79,,,"Sir John Deane's College - Open Evening",,,,,,,,,Southampton,"Undergraduate|November|South East England",University,2018-11-17,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-17,1532422800,1532444400,transparent,Undergraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"17 Nov - Booking Info",https://www.solent.ac.uk/open-days,3139,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-11-17,2018-11-17,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201811170900,,,,,,,,,,,,,,,,publish,7,southampton-solent-university-3,,default,0,0,closed,open
26042,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university-4/,https://www.odays.co/wp-content/uploads/2018/05/university80.jpg,university80.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university80.jpg,3140,university80,,,"Sir John Deane's College - Open Evening",,,,,,,,,Southampton,"Undergraduate|November|South East England",University,2018-11-18,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-18,1532422800,1532444400,transparent,Undergraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"18 Nov - Booking Info",https://www.solent.ac.uk/open-days,3140,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-11-18,2018-11-18,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201811180900,,,,,,,,,,,,,,,,publish,7,southampton-solent-university-4,,default,0,0,closed,open
26043,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university-5/,https://www.odays.co/wp-content/uploads/2018/05/university81.jpg,university81.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university81.jpg,3141,university81,,,"Sir John Deane's College - Open Morning",,,,,,,,,Southampton,"Postgraduate|September|South East England",University,2018-09-29,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-29,1532422800,1532444400,transparent,Postgraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"29 Sep - Booking Info",https://www.solent.ac.uk/open-days,3141,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-09-29,2018-09-29,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201809290900,,,,,,,,,,,,,,,,publish,7,southampton-solent-university-5,,default,0,0,closed,open
26044,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university-6/,https://www.odays.co/wp-content/uploads/2018/05/university82.jpg,university82.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university82.jpg,3142,university82,,,"Callywith College - Open Day",,,,,,,,,Southampton,"Postgraduate|October|South East England",University,2018-10-14,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-14,1532422800,1532444400,transparent,Undergraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"14 Oct - Booking Info",https://www.solent.ac.uk/open-days,3142,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-10-14,2018-10-14,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201810140900,,,,,,,,,,,,,,,,publish,7,southampton-solent-university-6,,default,0,0,closed,open
26045,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university-7/,https://www.odays.co/wp-content/uploads/2018/05/university84.jpg,university84.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university84.jpg,3143,university84,,,"Callywith College - Open Evening",,,,,,,,,Southampton,"Postgraduate|November|South East England",University,2018-11-17,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-17,1532422800,1532444400,transparent,Postgraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"17 Nov - Booking Info",https://www.solent.ac.uk/open-days,3143,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-11-17,2018-11-17,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201811170900,,,,,,,,,,,,,,,,publish,7,southampton-solent-university-7,,default,0,0,closed,open
26046,"Southampton Solent University","Experience an open day at Southampton Solent University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/southampton-solent-university-8/,https://www.odays.co/wp-content/uploads/2018/05/university85.jpg,university85.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university85.jpg,3144,university85,,,"Callywith College - Open Morning",,,,,,,,,Southampton,"Postgraduate|November|South East England",University,2018-11-18,"East Park Terrace Southampton SO14 OYN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-18,1532422800,1532444400,transparent,Postgraduate,364,off,ask@solent.ac.uk,"+44 23 8031 9000",http://www.solent.ac.uk/,,,,,on,"18 Nov - Booking Info",https://www.solent.ac.uk/open-days,3144,50.9086314,-1.4015651,200,right,off,"East Park Terrace  Southampton SO14 OYN","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN","East Park Terrace  Southampton SO14 OYN",2018-11-18,2018-11-18,"South East England","50.9086314,-1.4015651:East Park Terrace  Southampton SO14 OYN",201811180900,,,,,,,,,,,,,,,,publish,7,southampton-solent-university-8,,default,0,0,closed,open
26047,"University of Southampton","Experience an open day at University of Southampton, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-southampton/,https://www.odays.co/wp-content/uploads/2018/05/university86.jpg,university86.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university86.jpg,3145,university86,,,"Callywith College - Open Evening",,,,,,,,,Southampton,"Undergraduate|September|South East England",University,2018-09-08,"Highfield Southampton SO17 1BJ","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-08,1532426400,1532448000,transparent,Undergraduate,364,off,admissns@soton.ac.uk,"+44 23 80595000",http://www.soton.ac.uk/,,,,,on,"8 Sep - Booking Info",https://www.southampton.ac.uk/about/visit/open-days.page#otheropendays,3145,50.934189,-1.3956847,200,right,off,"Highfield  Southampton SO17 1BJ","50.934189,-1.3956847:Highfield  Southampton SO17 1BJ","Highfield  Southampton SO17 1BJ",2018-09-08,2018-09-08,"South East England","50.934189,-1.3956847:Highfield  Southampton SO17 1BJ",201809081000,,,,,,,,,,,,,,,,publish,7,university-of-southampton,,default,0,0,closed,open
26048,"University of Southampton","Experience an open day at University of Southampton, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-southampton-2/,https://www.odays.co/wp-content/uploads/2018/05/university87.jpg,university87.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university87.jpg,3146,university87,,,"Barton Peveril Sixth Form College - Open Evening",,,,,,,,,Southampton,"Undergraduate|September|South East England",University,2018-09-09,"Highfield Southampton SO17 1BJ","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-09,1532426400,1532448000,transparent,Undergraduate,364,off,admissns@soton.ac.uk,"+44 23 80595000",http://www.soton.ac.uk/,,,,,on,"9 Sep - Booking Info",https://www.southampton.ac.uk/about/visit/open-days.page#otheropendays,3146,50.934189,-1.3956847,200,right,off,"Highfield  Southampton SO17 1BJ","50.934189,-1.3956847:Highfield  Southampton SO17 1BJ","Highfield  Southampton SO17 1BJ",2018-09-09,2018-09-09,"South East England","50.934189,-1.3956847:Highfield  Southampton SO17 1BJ",201809091000,,,,,,,,,,,,,,,,publish,7,university-of-southampton-2,,default,0,0,closed,open
26049,"University of Southampton","Experience an open day at University of Southampton, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-southampton-3/,https://www.odays.co/wp-content/uploads/2018/05/university89.jpg,university89.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university89.jpg,3147,university89,,,"Barton Peveril Sixth Form College - Open Evening",,,,,,,,,Southampton,"Undergraduate|October|South East England",University,2018-10-13,"Highfield Southampton SO17 1BJ","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-13,1532426400,1532448000,transparent,Undergraduate,364,off,admissns@soton.ac.uk,"+44 23 80595000",http://www.soton.ac.uk/,,,,,on,"13 Oct - Booking Info",https://www.southampton.ac.uk/about/visit/open-days.page#otheropendays,3147,50.934189,-1.3956847,200,right,off,"Highfield  Southampton SO17 1BJ","50.934189,-1.3956847:Highfield  Southampton SO17 1BJ","Highfield  Southampton SO17 1BJ",2018-10-13,2018-10-13,"South East England","50.934189,-1.3956847:Highfield  Southampton SO17 1BJ",201810131000,,,,,,,,,,,,,,,,publish,7,university-of-southampton-3,,default,0,0,closed,open
