Event Title,Event Body,Event Date,Event Start Time,Event End Time,Header Skin,Header Sub Title,Listing Option Address,Listing Visibility Duration,Listing Featured,Listing Email,Listing Mobile,Listing Website,Facebook,Twitter,Instgram,Youtube,Related Posts,Listing Button Text,Listing Button URL,Background Image,Location,Latitude,Longitude,Calendar Tag,Categories,Featured Image,Gallery Image,Min Height Hero Image,Disable Hero Image,Region,Alt Tag,Start Time,End Time,Qualification2
University of Winchester,"Experience a clearing open day at University of Winchester, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-17,9:30,14:00,transparent,Clearing Advice Day,The University of Winchester  Hampshire SO22 4NR,364,off,opendays@winchester.ac.uk,+44 1962 827234,www.winchester.ac.uk,,,,,on,17 Aug - Booking Info,https://www.winchester.ac.uk/news-and-events/events/event-items/clearing-advice-day-17-august.php,3073,Hampshire,51.059422,-1.325991,August,University,university11.jpg,,200,off,South East England,University of Winchester,2018-08-17 09:30:00:000000,2018-08-17 14:00:00:000000,"Undergraduate, Clearing"
University of Winchester,"Experience a clearing open day at University of Winchester, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-20,9:30,14:00,transparent,Clearing Advice Day,Aberystwyth University Penglais Ceredigion SY23 3FL,364,off,opendays@winchester.ac.uk,+44 1962 827234,www.winchester.ac.uk,,,,,on,20 Aug - Booking Info,https://www.winchester.ac.uk/news-and-events/events/event-items/clearing-advice-day-20-august.php,3074,Hampshire,51.059422,-1.325991,August,University,university12.jpg,,200,off,South East England,University of Winchester,2018-08-20 09:30:00:000000,2018-08-20 14:00:00:000000,"Undergraduate, Clearing"
Aberystwyth University,"Experience a clearing open day at Aberystwyth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,16:00,transparent,Clearing Open Day,Aberystwyth University Penglais Ceredigion SY23 3FL,364,off,marketing@aber.ac.uk,+44 1970 622065,www.aber.ac.uk,,,,,on,18 Aug - Booking Info,https://www.aber.ac.uk/en/undergrad/clearing/visit/,3075,Aberystwyth,52.418073,-4.065692,August,University,university13.jpg,,200,off,Wales,Aberystwyth University,2018-08-18 10:00:00:000000,2018-08-18 16:00:00:000000,"Undergraduate, Clearing"
Aberystwyth University,"Experience a clearing open day at Aberystwyth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-19,10:00,16:00,transparent,Clearing Open Day,Aberystwyth University Penglais Ceredigion SY23 3FL,364,off,marketing@aber.ac.uk,+44 1970 622065,www.aber.ac.uk,,,,,on,19 Aug - Booking Info,https://www.aber.ac.uk/en/undergrad/clearing/visit/,3076,Aberystwyth,52.418073,-4.065692,August,University,university14.jpg,,200,off,Wales,Aberystwyth University,2018-08-19 10:00:00:000000,2018-08-19 16:00:00:000000,"Undergraduate, Clearing"
Aberystwyth University,"Experience a clearing open day at Aberystwyth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-20,9:00,17:00,transparent,Clearing Open Day,Aberystwyth University Penglais Ceredigion SY23 3FL,364,off,marketing@aber.ac.uk,+44 1970 622065,www.aber.ac.uk,,,,,on,20 Aug - Booking Info,https://www.aber.ac.uk/en/undergrad/clearing/visit/,3078,Aberystwyth,52.418073,-4.065692,August,University,university16.jpg,,200,off,Wales,Aberystwyth University,2018-08-20 09:00:00:000000,2018-08-20 17:00:00:000000,"Undergraduate, Clearing"
Aberystwyth University,"Experience a clearing open day at Aberystwyth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-22,9:00,17:00,transparent,Clearing Open Day,Aberystwyth University Penglais Ceredigion SY23 3FL,364,off,marketing@aber.ac.uk,+44 1970 622065,www.aber.ac.uk,,,,,on,22 Aug - Booking Info,https://www.aber.ac.uk/en/undergrad/clearing/visit/,3079,Aberystwyth,52.418073,-4.065692,August,University,university17.jpg,,200,off,Wales,Aberystwyth University,2018-08-22 09:00:00:000000,2018-08-22 17:00:00:000000,"Undergraduate, Clearing"
Aberystwyth University,"Experience a clearing open day at Aberystwyth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-24,9:00,17:00,transparent,Clearing Open Day,Fern Barrow  Dorset BH12 5BB,364,off,marketing@aber.ac.uk,+44 1970 622065,www.aber.ac.uk,,,,,on,24 Aug - Booking Info,https://www.aber.ac.uk/en/undergrad/clearing/visit/,3080,Aberystwyth,52.418073,-4.065692,August,University,university18.jpg,,200,off,Wales,Aberystwyth University,2018-08-24 09:00:00:000000,2018-08-24 17:00:00:000000,"Undergraduate, Clearing"
Bournmouth University,"Experience a clearing open day at Bournmouth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,11:00,15:00,transparent,Clearing Open Day,Fern Barrow  Dorset BH12 5BB,364,off,futurestudents@bournemouth.ac.uk,+44 1202 966777,www.bournemouth.ac.uk,,,,,on,18 Aug - Booking Info,https://www1.bournemouth.ac.uk/study/undergraduate/how-apply/clearing-adjustment/clearing-open-days,3081,Poole,50.742365,-1.8956355,August,University,university19.jpg,,200,off,South West England,Bournmouth University,2018-08-18 11:00:00:000000,2018-08-18 15:00:00:000000,"Undergraduate, Clearing"
Bournmouth University,"Experience a clearing open day at Bournmouth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-22,11:00,15:00,transparent,Clearing Open Day,Fern Barrow  Dorset BH12 5BB,364,off,futurestudents@bournemouth.ac.uk,+44 1202 966777,www.bournemouth.ac.uk,,,,,on,22 Aug - Booking Info,https://www1.bournemouth.ac.uk/study/undergraduate/how-apply/clearing-adjustment/clearing-open-days,3082,Poole,50.742365,-1.8956355,August,University,university20.jpg,,200,off,South West England,Bournmouth University,2018-08-22 11:00:00:000000,2018-08-22 15:00:00:000000,"Undergraduate, Clearing"
Bournmouth University,"Experience a clearing open day at Bournmouth University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-17,11:00,15:00,transparent,Clearing Open Day,College Lane Campus  Hertfordshire AL10 9AB,364,off,futurestudents@bournemouth.ac.uk,+44 1202 966777,www.bournemouth.ac.uk,,,,,on,17 Aug - Booking Info,https://www1.bournemouth.ac.uk/study/undergraduate/how-apply/clearing-adjustment/clearing-open-days,3083,Poole,50.742365,-1.8956355,August,University,university21.jpg,,200,off,South West England,Bournmouth University,2018-08-17 11:00:00:000000,2018-08-17 15:00:00:000000,"Undergraduate, Clearing"
University of Hertfordshire,"Experience a clearing open day at University of Hertfordshire, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,14:00,transparent,Clearing open day,College Lane Campus  Hertfordshire AL10 9AB,364,off,opendays@herts.ac.uk,+44 1707 284000,www.herts.ac.uk,,,,,on,18 Aug - Booking Info,https://www.herts.ac.uk/clearing/clearing-open-days-and-campus-tours,3084,Hertfordshire,51.7518204,-0.2387957,August,University,university22.jpg,,200,off,Eastern England,University of Hertfordshire,2018-08-18 10:00:00:000000,2018-08-18 14:00:00:000000,"Undergraduate, Clearing"
University of Hertfordshire,"Experience a clearing open day at University of Hertfordshire, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-21,10:00,14:00,transparent,Clearing open day,Richmond Building Richmond Road West Yorkshire BD7 1DP,364,off,opendays@herts.ac.uk,+44 1707 284000,www.herts.ac.uk,,,,,on,21 Aug - Booking Info,https://www.herts.ac.uk/clearing/clearing-open-days-and-campus-tours,3085,Hertfordshire,51.7518204,-0.2387957,August,University,university23.jpg,,200,off,Hertfordshire,University of Hertfordshire,2018-08-21 10:00:00:000000,2018-08-21 14:00:00:000000,"Undergraduate, Clearing"
University of Bradford,"Experience a clearing open day at University of Bradford, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,9:00,14:30,transparent,Clearing Open Day,Deane Road  Greater Manchester BL3 5AB,364,off,enquiries@bradford.ac.uk,+44 1274 232323,www.bradford.ac.uk,,,,,on,18 Aug - Booking Info,https://www.brad.ac.uk/clearing/clearing-open-day/,3086,Bradford,53.790788,-1.763463,August,University,university24.jpg,,200,off,Yorkshire and Humberside,University of Bradford,2018-08-18 09:00:00:000000,2018-08-18 14:30:00:000000,"Undergraduate, Clearing"
University of Bolton,"Experience a clearing open day at University of Bolton, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-17,10:00,15:00,transparent,Clearing Open Day,Deane Road  Greater Manchester BL3 5AB,364,off,opendays@bolton.ac.uk,+44 1204 903807,www.bolton.ac.uk,,,,,on,17 Aug - Booking Info,http://www.bolton.ac.uk/opendays,3087,Bolton,53.572879,-2.437932,August,University,university25.jpg,,200,off,North West England,University of Bolton,2018-08-17 10:00:00:000000,2018-08-17 15:00:00:000000,"Undergraduate, Clearing"
University of Bolton,"Experience a clearing open day at University of Bolton, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,15:00,transparent,Clearing Open Day,Penrhyn Road Campus Penrhyn Road Surrey KT1 2EE,364,off,opendays@bolton.ac.uk,+44 1204 903807,www.bolton.ac.uk,,,,,on,18 Aug - Booking Info,http://www.bolton.ac.uk/opendays,3091,Bolton,53.572879,-2.437932,August,University,university29.jpg,,200,off,North West England,University of Bolton,2018-08-18 10:00:00:000000,2018-08-18 15:00:00:000000,"Undergraduate, Clearing"
Kingston University,"Experience a clearing open day at Kingston University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,11:00,14:00,transparent,Clearing Open Day,UCB  West Midlands B3 1PW,364,off,events@kingston.ac.uk,+44 800 0483 334,www.kingston.ac.uk,,,,,on,18 Aug - Booking Info,https://www.kingston.ac.uk/undergraduate/courses/clearing/open-day/,3092,London,51.4032431,-0.3034882,August,University,university30.jpg,,200,off,London,Kingston University,2018-08-18 11:00:00:000000,2018-08-18 14:00:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-17,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,17 Aug - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3093,Birmingham,52.4825568,-1.9086318,August,University,university31.jpg,,200,off,West Midlands,University College Birmingham,2018-08-17 13:00:00:000000,2018-08-17 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-21,9:00,14:00,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,21 Aug - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3094,Birmingham,52.4825568,-1.9086318,August,University,university32.jpg,,200,off,West Midlands,University College Birmingham,2018-08-21 09:00:00:000000,2018-08-21 14:00:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-24,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,24 Aug - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3095,Birmingham,52.4825568,-1.9086318,August,University,university33.jpg,,200,off,West Midlands,University College Birmingham,2018-08-24 13:00:00:000000,2018-08-24 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-29,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,29 Aug - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3096,Birmingham,52.4825568,-1.9086318,August,University,university34.jpg,,200,off,West Midlands,University College Birmingham,2018-08-29 13:00:00:000000,2018-08-29 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-31,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,31 Aug - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3097,Birmingham,52.4825568,-1.9086318,August,University,university35.jpg,,200,off,West Midlands,University College Birmingham,2018-08-31 13:00:00:000000,2018-08-31 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-04,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,04 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3098,Birmingham,52.4825568,-1.9086318,September,University,university36.jpg,,200,off,West Midlands,University College Birmingham,2018-09-04 13:00:00:000000,2018-09-04 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-05,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,05 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3099,Birmingham,52.4825568,-1.9086318,September,University,university37.jpg,,200,off,West Midlands,University College Birmingham,2018-09-05 13:00:00:000000,2018-09-05 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-07,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,07 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3100,Birmingham,52.4825568,-1.9086318,September,University,university38.jpg,,200,off,West Midlands,University College Birmingham,2018-09-07 13:00:00:000000,2018-09-07 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-11,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,11 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3101,Birmingham,52.4825568,-1.9086318,September,University,university39.jpg,,200,off,West Midlands,University College Birmingham,2018-09-11 13:00:00:000000,2018-09-11 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-12,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,12 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3102,Birmingham,52.4825568,-1.9086318,September,University,university40.jpg,,200,off,West Midlands,University College Birmingham,2018-09-12 13:00:00:000000,2018-09-12 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-14,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,14 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3103,Birmingham,52.4825568,-1.9086318,September,University,university41.jpg,,200,off,West Midlands,University College Birmingham,2018-09-14 13:00:00:000000,2018-09-14 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-18,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,18 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3104,Birmingham,52.4825568,-1.9086318,September,University,university43.jpg,,200,off,West Midlands,University College Birmingham,2018-09-18 13:00:00:000000,2018-09-18 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-19,13:00,14:30,transparent,Undergraduate Clearing,UCB  West Midlands B3 1PW,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,19 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3105,Birmingham,52.4825568,-1.9086318,September,University,university44.jpg,,200,off,West Midlands,University College Birmingham,2018-09-19 13:00:00:000000,2018-09-19 14:30:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-09-21,13:00,14:30,transparent,Undergraduate Clearing,43 Crescent  Greater Manchester M5 4WT,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,21 Sep - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3106,Birmingham,52.4825568,-1.9086318,September,University,university45.jpg,,200,off,West Midlands,University College Birmingham,2018-09-21 13:00:00:000000,2018-09-21 14:30:00:000000,"Undergraduate, Clearing"
University of Salford,"Experience a clearing open day at University of Salford, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,15:00,transparent,Clearing Visit Day,Riverside New Bailey street Gt Manchester M3 5FS,364,off,,+44 161 295 5000,www.salford.ac.uk,,,,,on,18 Aug - Booking Info,https://www.salford.ac.uk/clearing,3107,Salford,53.484586,-2.270755,August,University,university46.jpg,,200,off,North East England,University of Salford,2018-08-18 10:00:00:000000,2018-08-18 15:00:00:000000,"Undergraduate, Clearing"
